Time,Mean Temperature(C)
9/13/2013,"	15.6"
9/14/2013,"	16.1"
9/15/2013,"	14.6"
9/16/2013,"	14.2"
9/17/2013,"	14"
9/18/2013,"	16.5"
9/19/2013,"	16.8"
9/20/2013,"	16.7"
9/21/2013,"	16.9"
9/22/2013,"	17.4"
9/23/2013,"	17.6"
9/24/2013,"	16.8"
9/25/2013,"	17"
9/26/2013,"	17.9"
9/27/2013,"	18"
9/28/2013,"	18.1"
9/29/2013,"	13.5"
9/30/2013,"	15.3"
10/1/2013,"	16.8"
10/2/2013,"	17.3"
10/3/2013,"	16.9"
10/4/2013,"	17"
10/5/2013,"	15.3"
10/6/2013,"	14.8"
10/7/2013,"	14.5"
10/8/2013,"	14.9"
10/9/2013,"	14.7"
10/10/2013,"	13.3"
10/11/2013,"	9.2"
10/12/2013,"	9.3"
10/13/2013,"	10.9"
10/14/2013,"	11.4"
10/15/2013,"	10.2"
10/16/2013,"	14"
10/17/2013,"	14.5"
10/18/2013,"	13.7"
10/19/2013,"	14.6"
10/20/2013,"	14.4"
10/21/2013,"	14.8"
10/22/2013,"	16.3"
10/23/2013,"	15.1"
10/24/2013,"	14.2"
10/25/2013,"	14.5"
10/26/2013,"	14.9"
10/27/2013,"	14.8"
10/28/2013,"	14.4"
10/29/2013,"	13"
10/30/2013,"	11.8"
10/31/2013,"	13.5"
11/1/2013,"	12.7"
11/2/2013,"	13.2"
11/3/2013,"	13.1"
11/4/2013,"	7.4"
11/5/2013,"	8.1"
11/6/2013,"	11.4"
11/7/2013,"	12.4"
11/8/2013,"	11.5"
11/9/2013,"	11.7"
11/10/2013,"	10"
11/11/2013,"	11.2"
11/12/2013,"	12"
11/13/2013,"	11.4"
11/14/2013,"	10.6"
11/15/2013,"	5.5"
11/16/2013,"	9.9"
11/17/2013,"	8.5"
11/18/2013,"	8.9"
11/19/2013,"	6.8"
11/20/2013,"	5.2"
11/21/2013,"	1.8"
11/22/2013,"	-0.1"
11/23/2013,"	2.9"
11/24/2013,"	5"
11/25/2013,"	5.2"
11/26/2013,"	4.6"
11/27/2013,"	2"
11/28/2013,"	1.4"
11/29/2013,"	1.8"
11/30/2013,"	2.1"
12/1/2013,"	5.6"
12/2/2013,"	11.5"
12/3/2013,"	7.4"
12/4/2013,"	5.7"
12/5/2013,"	4.8"
12/6/2013,"	5"
12/7/2013,"	5.5"
12/8/2013,"	5.4"
12/9/2013,"	4.6"
12/10/2013,"	4.9"
12/11/2013,"	5.7"
12/12/2013,"	4"
12/13/2013,"	3.5"
12/14/2013,"	3.4"
12/15/2013,"	4.5"
12/16/2013,"	5.3"
12/17/2013,"	5.6"
12/18/2013,"	4.1"
12/19/2013,"	4.2"
12/20/2013,"	6.1"
12/21/2013,"	8.5"
12/22/2013,"	7.6"
12/23/2013,"	6"
12/24/2013,"	7.1"
12/25/2013,"	8.5"
12/26/2013,"	5.6"
12/27/2013,"	4.9"
12/28/2013,"	4.5"
12/29/2013,"	4.5"
12/30/2013,"	2.3"
12/31/2013,"	1.8"
1/1/2014,"	3.6"
1/2/2014,"	4.7"
1/3/2014,"	4.8"
1/4/2014,"	8"
1/5/2014,"	6.1"
1/6/2014,"	4.7"
1/7/2014,"	6.2"
1/8/2014,"	6.2"
1/9/2014,"	5.5"
1/10/2014,"	5.7"
1/11/2014,"	7"
1/12/2014,"	6.1"
1/13/2014,"	5.4"
1/14/2014,"	5.4"
1/15/2014,"	3.6"
1/16/2014,"	4"
1/17/2014,"	5.8"
1/18/2014,"	4.9"
1/19/2014,"	5.6"
1/20/2014,"	6.7"
1/21/2014,"	6.5"
1/22/2014,"	6.1"
1/23/2014,"	5.5"
1/24/2014,"	4.5"
1/25/2014,"	3.4"
1/26/2014,"	7.2"
1/27/2014,"	4.6"
1/28/2014,"	2.3"
1/29/2014,"	1.4"
1/30/2014,"	1.9"
1/31/2014,"	4.4"
2/1/2014,"	2.3"
2/2/2014,"	3.8"
2/3/2014,"	4.8"
2/4/2014,"	2.4"
2/5/2014,"	2.1"
2/6/2014,"	3.8"
2/7/2014,"	4.4"
2/8/2014,"	2.5"
2/9/2014,"	4.8"
2/10/2014,"	3.4"
2/11/2014,"	5.3"
2/12/2014,"	5.4"
2/13/2014,"	4.9"
2/14/2014,"	7.1"
2/15/2014,"	8.1"
2/16/2014,"	8.2"
2/17/2014,"	8.5"
2/18/2014,"	8.3"
2/19/2014,"	9.4"
2/20/2014,"	8.5"
2/21/2014,"	7.3"
2/22/2014,"	6.2"
2/23/2014,"	5.9"
2/24/2014,"	5.9"
2/25/2014,"	6"
2/26/2014,"	3.9"
2/27/2014,"	4.3"
2/28/2014,"	2.2"
3/1/2014,"	4.5"
3/2/2014,"	6.3"
3/3/2014,"	2.6"
3/4/2014,"	5.5"
3/5/2014,"	6.1"
3/6/2014,"	8.2"
3/7/2014,"	8.6"
3/8/2014,"	9"
3/9/2014,"	8.9"
3/10/2014,"	7.8"
3/11/2014,"	7.7"
3/12/2014,"	7.4"
3/13/2014,"	8.7"
3/14/2014,"	10"
3/15/2014,"	10.8"
3/16/2014,"	12.8"
3/17/2014,"	12.9"
3/18/2014,"	10.3"
3/19/2014,"	12.1"
3/20/2014,"	11.8"
3/21/2014,"	10.2"
3/22/2014,"	7.9"
3/23/2014,"	7.3"
3/24/2014,"	5.9"
3/25/2014,"	5.9"
3/26/2014,"	6.7"
3/27/2014,"	7.3"
3/28/2014,"	8.6"
3/29/2014,"	11.7"
3/30/2014,"	11.8"
3/31/2014,"	10.7"
4/1/2014,"	10.4"
4/2/2014,"	11.7"
4/3/2014,"	13.1"
4/4/2014,"	12.2"
4/5/2014,"	13.5"
4/6/2014,"	14.1"
4/7/2014,"	15.3"
4/8/2014,"	12.9"
4/9/2014,"	12.9"
4/10/2014,"	13.3"
4/11/2014,"	11.6"
4/12/2014,"	13.1"
4/13/2014,"	12.9"
4/14/2014,"	13.9"
4/15/2014,"	12.6"
4/16/2014,"	9.2"
4/17/2014,"	10.3"
4/18/2014,"	10.7"
4/19/2014,"	10.4"
4/20/2014,"	9.5"
4/21/2014,"	10.7"
4/22/2014,"	10.9"
4/23/2014,"	12.5"
4/24/2014,"	14.7"
4/25/2014,"	13.4"
4/26/2014,"	15.2"
4/27/2014,"	11"
4/28/2014,"	8.7"
4/29/2014,"	12.1"
4/30/2014,"	12.3"
5/1/2014,"	11.8"
5/2/2014,"	10"
5/3/2014,"	13.5"
5/4/2014,"	12.2"
5/5/2014,"	13.7"
5/6/2014,"	14.1"
5/7/2014,"	16.5"
5/8/2014,"	14.3"
5/9/2014,"	15.9"
5/10/2014,"	14.8"
5/11/2014,"	16.4"
5/12/2014,"	14.2"
5/13/2014,"	9.6"
5/14/2014,"	11.2"
5/15/2014,"	12"
5/16/2014,"	13.2"
5/17/2014,"	13.3"
5/18/2014,"	13.8"
5/19/2014,"	12.4"
5/20/2014,"	15.6"
5/21/2014,"	18.4"
5/22/2014,"	15"
5/23/2014,"	15.3"
5/24/2014,"	14"
5/25/2014,"	14.5"
5/26/2014,"	13.8"
5/27/2014,"	12.9"
5/28/2014,"	12.9"
5/29/2014,"	13.4"
5/30/2014,"	13.4"
5/31/2014,"	13.2"
6/1/2014,"	14.3"
6/2/2014,"	14.4"
6/3/2014,"	14.5"
6/4/2014,"	15.3"
6/5/2014,"	16.5"
6/6/2014,"	17.7"
6/7/2014,"	19.8"
6/8/2014,"	22.1"
6/9/2014,"	23.6"
6/10/2014,"	21.3"
6/11/2014,"	21.4"
6/12/2014,"	20.7"
6/13/2014,"	20.2"
6/14/2014,"	17.1"
6/15/2014,"	16.3"
6/16/2014,"	17.4"
6/17/2014,"	15"
6/18/2014,"	15.4"
6/19/2014,"	17.5"
6/20/2014,"	19.2"
6/21/2014,"	20.2"
6/22/2014,"	21.1"
6/23/2014,"	21.6"
6/24/2014,"	21.1"
6/25/2014,"	19.3"
6/26/2014,"	18.5"
6/27/2014,"	20"
6/28/2014,"	20.1"
6/29/2014,"	18.1"
6/30/2014,"	18.1"
7/1/2014,"	18.8"
7/2/2014,"	19.7"
7/3/2014,"	21.5"
7/4/2014,"	18.9"
7/5/2014,"	20.7"
7/6/2014,"	21"
7/7/2014,"	20.1"
7/8/2014,"	18.8"
7/9/2014,"	14.7"
7/10/2014,"	17.5"
7/11/2014,"	19.4"
7/12/2014,"	17.5"
7/13/2014,"	17.9"
7/14/2014,"	18.7"
7/15/2014,"	20.7"
7/16/2014,"	20.2"
7/17/2014,"	21.8"
7/18/2014,"	23.3"
7/19/2014,"	23.4"
7/20/2014,"	20.9"
7/21/2014,"	17.6"
7/22/2014,"	19.2"
7/23/2014,"	20.4"
7/24/2014,"	19.4"
7/25/2014,"	19.7"
7/26/2014,"	18.7"
7/27/2014,"	20.3"
7/28/2014,"	20.6"
7/29/2014,"	17.8"
7/30/2014,"	19.5"
7/31/2014,"	21.8"
8/1/2014,"	20.6"
8/2/2014,"	20.9"
8/3/2014,"	20.8"
8/4/2014,"	21.6"
8/5/2014,"	20.5"
8/6/2014,"	20.9"
8/7/2014,"	20.5"
8/8/2014,"	21.5"
8/9/2014,"	22.7"
8/10/2014,"	22.8"
8/11/2014,"	22.6"
8/12/2014,"	22.7"
8/13/2014,"	19"
8/14/2014,"	19"
8/15/2014,"	19"
8/16/2014,"	16.6"
8/17/2014,"	17.6"
8/18/2014,"	19"
8/19/2014,"	20.6"
8/20/2014,"	19.4"
8/21/2014,"	18.9"
8/22/2014,"	19.1"
8/23/2014,"	20.7"
8/24/2014,"	18.2"
8/25/2014,"	18.4"
8/26/2014,"	19.6"
8/27/2014,"	22.5"
8/28/2014,"	21.6"
8/29/2014,"	20.8"
8/30/2014,"	21.1"
8/31/2014,"	20.6"
9/1/2014,"	19.7"
9/2/2014,"	19"
9/3/2014,"	18.6"
9/4/2014,"	20.1"
9/5/2014,"	19.5"
9/6/2014,"	19.9"
9/7/2014,"	19.5"
9/8/2014,"	18.6"
9/9/2014,"	18.9"
9/10/2014,"	18.4"
9/11/2014,"	19.2"
9/12/2014,"	18.5"
9/13/2014,"	17.9"
9/14/2014,"	18.3"
9/15/2014,"	17.3"
9/16/2014,"	18.3"
9/17/2014,"	18.5"
9/18/2014,"	18.7"
9/19/2014,"	19.4"
9/20/2014,"	20.5"
9/21/2014,"	18.4"
9/22/2014,"	18.1"
9/23/2014,"	16.6"
9/24/2014,"	14.5"
9/25/2014,"	15.4"
9/26/2014,"	15.9"
9/27/2014,"	17.3"
9/28/2014,"	17.3"
9/29/2014,"	17.5"
9/30/2014,"	16.6"
10/1/2014,"	17.7"
10/2/2014,"	18.1"
10/3/2014,"	17.4"
10/4/2014,"	16.8"
10/5/2014,"	14.9"
10/6/2014,"	14.5"
10/7/2014,"	15.5"
10/8/2014,"	17.8"
10/9/2014,"	17.4"
10/10/2014,"	17.4"
10/11/2014,"	15.2"
10/12/2014,"	14.9"
10/13/2014,"	14.5"
10/14/2014,"	13"
10/15/2014,"	15.4"
10/16/2014,"	16.3"
10/17/2014,"	18.6"
10/18/2014,"	18"
10/19/2014,"	17"
10/20/2014,"	16.8"
10/21/2014,"	16.1"
10/22/2014,"	12.4"
10/23/2014,"	10.7"
10/24/2014,"	12.3"
10/25/2014,"	12.3"
10/26/2014,"	13.9"
10/27/2014,"	13.2"
10/28/2014,"	11.8"
10/29/2014,"	9.7"
10/30/2014,"	10.3"
10/31/2014,"	11.2"
11/1/2014,"	12"
11/2/2014,"	12.7"
11/3/2014,"	11"
11/4/2014,"	11.5"
11/5/2014,"	10.7"
11/6/2014,"	8.9"
11/7/2014,"	9"
11/8/2014,"	10.2"
11/9/2014,"	8.9"
11/10/2014,"	11.1"
11/11/2014,"	10.8"
11/12/2014,"	10.4"
11/13/2014,"	10.5"
11/14/2014,"	10.2"
11/15/2014,"	10.4"
11/16/2014,"	8"
11/17/2014,"	7.1"
11/18/2014,"	6.8"
11/19/2014,"	7.2"
11/20/2014,"	8.8"
11/21/2014,"	10.1"
11/22/2014,"	10.9"
11/23/2014,"	12.5"
11/24/2014,"	12.5"
11/25/2014,"	11.1"
11/26/2014,"	11.1"
11/27/2014,"	11"
11/28/2014,"	11"
11/29/2014,"	12.9"
11/30/2014,"	11.7"
12/1/2014,"	10.6"
12/2/2014,"	10.1"
12/3/2014,"	10.9"
12/4/2014,"	9.7"
12/5/2014,"	8.8"
12/6/2014,"	7.8"
12/7/2014,"	8.1"
12/8/2014,"	7"
12/9/2014,"	6.6"
12/10/2014,"	4.4"
12/11/2014,"	5.2"
12/12/2014,"	5.3"
12/13/2014,"	7.2"
12/14/2014,"	7.8"
12/15/2014,"	8.5"
12/16/2014,"	7"
12/17/2014,"	5.6"
12/18/2014,"	7"
12/19/2014,"	7.9"
12/20/2014,"	6.7"
12/21/2014,"	6.8"
12/22/2014,"	5.7"
12/23/2014,"	4.7"
12/24/2014,"	4.5"
12/25/2014,"	4.2"
12/26/2014,"	5.3"
12/27/2014,"	2"
12/28/2014,"	2"
12/29/2014,"	4.8"
12/30/2014,"	1.5"
12/31/2014,"	2.8"
